UUID,VIN,Make,Model,Mileage,Year,Price,Zip Code,Create Date,Update Date
4e1ee301-a396-4e3a-88bc-06ab40000048,VINVIN48,BMW,7-Series,228928,2015,28810,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000049,VINVIN49,BMW,Z1,746653,1990,107796,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000050,VINVIN50,BMW,"Z3, M",559125,2004,63506,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000051,VINVIN51,BMW,Z4,33738,2019,65706,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000052,VINVIN52,BMW,Z4,732548,2018,64654,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000053,VINVIN53,BMW,Z4,737668,2005,44624,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000054,VINVIN54,BMW,507,104509,2009,30860,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000055,VINVIN55,BMW,M1,888209,2013,36511,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000056,VINVIN56,BMW,Z8,100939,2002,107641,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000057,VINVIN57,BMW,i8,12594,1999,50304,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000058,VINVIN58,BMW,X1,797286,2004,42759,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000059,VINVIN59,BMW,X1,147518,1991,10420,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000060,VINVIN60,BMW,X2,958850,2000,12954,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000061,VINVIN61,BMW,X3,667628,1995,17725,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000062,VINVIN62,BMW,X3,602256,1999,83288,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000063,VINVIN63,BMW,X3,871460,2014,45211,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000064,VINVIN64,BMW,X4,979362,2000,11387,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000065,VINVIN65,BMW,X4,601209,2012,86498,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000066,VINVIN66,BMW,X5,950792,2006,27347,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000067,VINVIN67,BMW,X5,813004,2015,114233,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000068,VINVIN68,BMW,X5,523073,1996,117270,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000069,VINVIN69,BMW,X5,343415,2016,64172,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000070,VINVIN70,BMW,X6,184547,2008,113466,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000071,VINVIN71,BMW,X6,941165,2008,40386,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000072,VINVIN72,BMW,X6,951121,1992,7844,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000073,VINVIN73,BMW,X7,428208,2014,22583,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000074,VINVIN74,Cadillac,Cimarron,380819,1996,43305,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000075,VINVIN75,Cadillac,BLS,20810,2000,60034,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000076,VINVIN76,Cadillac,ATS,440019,1997,106042,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000077,VINVIN77,Cadillac,"CT4, CT4-V",950226,1996,101156,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000078,VINVIN78,Cadillac,ELR,5218,1995,12970,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000079,VINVIN79,Cadillac,Catera,567363,1998,91349,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000080,VINVIN80,Cadillac,"CTS, CTS-V",10082,2006,87618,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000081,VINVIN81,Cadillac,"CTS, CTS-V",761298,2011,30548,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000082,VINVIN82,Cadillac,"CTS, CTS-V",142949,2004,75041,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000083,VINVIN83,Cadillac,"CT5, CT5-V",354726,2007,79917,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000084,VINVIN84,Cadillac,Series 60,456723,2016,45996,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000085,VINVIN85,Cadillac,Series 61,919074,2011,88705,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000086,VINVIN86,Cadillac,Series 61,959432,1994,99886,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000087,VINVIN87,Cadillac,Series 61,358834,2012,82127,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000088,VINVIN88,Cadillac,Series 61,945213,2012,113749,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000089,VINVIN89,Cadillac,Series 65,501133,2019,57002,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000090,VINVIN90,Cadillac,Series 62,534154,2001,90165,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000091,VINVIN91,Cadillac,Series 62,567112,2017,19213,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000092,VINVIN92,Cadillac,Series 62,194553,2019,38565,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000093,VINVIN93,Cadillac,Series 62,742691,2014,116874,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000094,VINVIN94,Cadillac,Series 62,298562,2013,53611,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000095,VINVIN95,Cadillac,6200,475690,1995,116621,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000096,VINVIN96,Cadillac,6200,434848,2001,113742,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000097,VINVIN97,Cadillac,Calais,644458,2017,32032,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000098,VINVIN98,Cadillac,Calais,989452,2014,56142,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000099,VINVIN99,Cadillac,Seville,331617,2019,24750,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000100,VINVIN100,Cadillac,Seville,675154,2005,118679,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000101,VINVIN101,Cadillac,Seville,729473,2002,68153,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000102,VINVIN102,Cadillac,Seville,303742,2002,90048,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000103,VINVIN103,Cadillac,Seville,256381,1999,33021,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000104,VINVIN104,Cadillac,STS,265049,2005,93630,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000105,VINVIN105,Cadillac,Sedan de Ville,503669,2005,45656,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000106,VINVIN106,Cadillac,Sedan de Ville,308697,2011,25560,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000107,VINVIN107,Cadillac,Sedan de Ville,309911,2008,19603,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000108,VINVIN108,Cadillac,Sedan de Ville,273202,2010,94954,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000109,VINVIN109,Cadillac,Sedan de Ville,394700,1999,107066,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000110,VINVIN110,Cadillac,Sedan de Ville,123521,1990,98348,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000111,VINVIN111,Cadillac,Sedan de Ville,320843,1992,34158,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000112,VINVIN112,Cadillac,Sedan de Ville,840016,2015,47463,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000113,VINVIN113,Cadillac,DTS,506989,1995,33239,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000114,VINVIN114,Cadillac,XTS,443990,2009,50594,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000115,VINVIN115,Cadillac,"CT6, CT6-V",919168,1994,100379,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000116,VINVIN116,Cadillac,Coupe de Ville,388962,1993,19008,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000117,VINVIN117,Cadillac,Coupe de Ville,438229,2013,57671,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000118,VINVIN118,Cadillac,Coupe de Ville,131128,1993,79166,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000119,VINVIN119,Cadillac,Coupe de Ville,661496,1992,99168,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000120,VINVIN120,Cadillac,Coupe de Ville,402512,1998,59340,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000121,VINVIN121,Cadillac,Coupe de Ville,653497,1993,34956,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000122,VINVIN122,Cadillac,Series 60 (Sixty Special),328151,2008,60975,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000123,VINVIN123,Cadillac,Series 60 (Sixty Special),437013,1993,111820,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000124,VINVIN124,Cadillac,Series 60 (Sixty Special),383588,2009,45428,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000125,VINVIN125,Cadillac,Series 60 (Sixty Special),507913,1991,13453,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000126,VINVIN126,Cadillac,Series 60 (Sixty Special),406785,1996,78121,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000127,VINVIN127,Cadillac,Series 60 (Sixty Special),483814,2018,10668,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000128,VINVIN128,Cadillac,Series 60 (Sixty Special),632293,2008,78857,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000129,VINVIN129,Cadillac,Series 60 (Sixty Special),947222,2000,53161,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000130,VINVIN130,Cadillac,Series 60 (Sixty Special),474743,1994,98537,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000131,VINVIN131,Cadillac,Series 60 (Sixty Special),330647,2003,17269,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000132,VINVIN132,Cadillac,Series 60 (Sixty Special),570156,1998,82618,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000133,VINVIN133,Cadillac,Fleetwood Brougham,197921,2020,67813,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000134,VINVIN134,Cadillac,Brougham,200556,1999,21878,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000135,VINVIN135,Cadillac,Fleetwood,808193,2020,20328,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000136,VINVIN136,Cadillac,Fleetwood,540483,1991,14626,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000137,VINVIN137,Cadillac,Series 75,384516,1993,55244,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000138,VINVIN138,Cadillac,Series 75,330115,2006,65149,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000139,VINVIN139,Cadillac,Series 75,946879,1994,67264,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000140,VINVIN140,Cadillac,Series 75,303385,2000,8564,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000141,VINVIN141,Cadillac,Series 75,981226,2020,72137,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000142,VINVIN142,Cadillac,Series 75,481197,2006,8076,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000143,VINVIN143,Cadillac,Series 75,94814,2015,19499,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000144,VINVIN144,Cadillac,Series 75,827889,1995,14211,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000145,VINVIN145,Cadillac,Series 75,318938,1991,8348,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000146,VINVIN146,Cadillac,Series 75,607918,1996,9616,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000147,VINVIN147,Cadillac,Fleetwood Limousine,949768,2018,27309,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000148,VINVIN148,Cadillac,Fleetwood 75,461033,2002,104244,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000149,VINVIN149,Cadillac,Eldorado,25429,1997,12173,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000150,VINVIN150,Cadillac,Eldorado,926461,2000,19020,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000151,VINVIN151,Cadillac,Eldorado,403257,2004,55329,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000152,VINVIN152,Cadillac,Eldorado,125202,1992,22638,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000153,VINVIN153,Cadillac,Eldorado,277848,2012,91015,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000154,VINVIN154,Cadillac,Eldorado,86582,1993,52838,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000155,VINVIN155,Cadillac,Eldorado,142613,2008,89615,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000156,VINVIN156,Cadillac,Eldorado,859904,2019,6189,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000157,VINVIN157,Cadillac,Eldorado,91187,1990,12171,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000158,VINVIN158,Cadillac,Eldorado,960356,2015,12837,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000159,VINVIN159,Cadillac,Eldorado,848542,2014,116498,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
4e1ee301-a396-4e3a-88bc-06ab40000160,VINVIN160,Cadillac,XT4,783077,2016,40335,91722,2021-01-29T15:16:25Z,2021-01-29T15:16:25Z
